,citrus|WP_045714871.1,citrus|WP_011052193.1,citrus|WP_052456244.1,citrus|WP_191589000.1,citrus|WP_011052147.1,citrus|WP_052690681.1,citrus|WP_011050550.1,citrus|WP_442712828.1,citrus|WP_011051229.1,citrus|WP_011050083.1,grape|WP_232350932.1,grape|WP_244441022.1,grape|WP_080715310.1,grape|WP_033485481.1,grape|WP_005924051.1,grape|WP_033485020.1,grape|WP_033485945.1,grape|WP_050495026.1,grape|WP_080715265.1,grape|WP_164677996.1,pomegranate|WP_233700232.1,pomegranate|WP_306291509.1,pomegranate|WP_005932979.1,pomegranate|WP_192486489.1,pomegranate|WP_192486500.1,pomegranate|WP_160964032.1,pomegranate|WP_233700267.1,pomegranate|WP_176558553.1,pomegranate|WP_087947207.1,pomegranate|WP_425525089.1,xoo|WP_242505180.1,xoo|WP_012444473.1,xoo|WP_129215632.1,xoo|WP_129215608.1,xoo|WP_229002594.1,xoo|WP_242505189.1,xoo|WP_206737953.1,xoo|WP_129215671.1,xoo|WP_129215596.1,xoo|WP_129215587.1
grape|WP_232350932.1,0.2924242405970295,0.05132753136785935,0.17557314542500355,0.0735134490441843,0.10892683183374229,0.019134666854368713,0.06468814001346052,0.18823270032771686,0.13369366130427948,0.1352306960652645,1.0000000000000013,0.13708116463021836,0.12913528276476666,0.31341656310905774,0.11564794306650826,0.05240448557015191,0.0825701719440999,0.29782569564667855,0.1578693898863992,0.058334440896942105,0.042896824088528775,0.004301754235713009,0.00382545096727007,0.03484374931213113,0.03484374931213121,0.03641570440595416,0.15184923004380718,0.18153275529402993,0.1462741541599838,0.18252580370426733,0.22327915894493353,0.33014386683316993,0.07602444049916876,0.006702996306557338,0.07200758130238571,0.1173982548934893,0.02513768808239573,0.09843367585381345,0.05085002851956423,0.05245181919963372
grape|WP_244441022.1,0.02051453805325035,0.0030855649092688285,0.029444770620101136,0.026090273184308906,0.047244836474419724,0.006781491150832899,0.16057552709389616,0.006115080574091619,0.20325891226093531,0.20520659216162976,0.13708116463021833,0.9999999999999974,0.026924588357363506,0.13790793402949855,0.04163090998008747,0.006829071893662434,0.004911967527732213,0.04098253956726705,0.0069147934009383925,0.02571165568952017,0.09329895850532893,0.02122341902395386,0.0019005785088661107,0.07776344301964862,0.07776344301964859,0.07808086193108475,0.010702077141105808,0.18162520410260272,0.08660653530023589,0.1774403426970832,0.22442596178552854,0.20796485893515818,0.21622656779982186,0.039041001035002715,0.13156851114217677,0.06458356087568881,0.026826635325050495,0.04562732254999208,0.04712266567730709,0.04667017876818158
grape|WP_080715310.1,0.019325252980707364,0.03370844837809227,0.009659525476308516,0.00298310191283256,0.15417761558819695,0.1811727463300484,0.014853335676890594,0.21055486396289813,0.10710954160095038,0.10657739413000035,0.12913528276476666,0.026924588357363506,0.9999999999999994,0.08035485287291509,0.5398387863988323,0.013957498948002144,0.010032147742094882,0.13846110339909476,0.057652564513774235,0.0010645173333626368,0.11752406086998385,0.1364773699697255,0.10791585240622299,0.026461730609297816,0.02646173060929773,0.026445842668180373,0.09927956879619163,0.22495401366177387,0.1688629585405595,0.23609628505255592,0.11759712111779967,0.32166984406285515,0.02388768860692068,0.06476322441085496,0.016202390255788096,0.018700071821514234,0.0762936150567856,0.12632783721346852,0.16453099652790296,0.16232561628385253
grape|WP_033485481.1,0.052017244956006355,0.08372434073680696,0.19921078975130455,0.016611504765024144,0.012083104078556303,0.03791016189461442,0.009768782791070981,0.14567192954564265,0.5656691177373434,0.5806429957956417,0.3134165631090577,0.13790793402949855,0.08035485287291509,0.9999999999999978,0.07332336077524826,0.06883866056705328,0.08221876264542526,0.36713060119291085,0.10534444772747448,0.05943486615615299,0.07825980614506964,0.012134275724747165,0.08348250756898692,0.5759727347613061,0.575972734761306,0.5799259073482949,0.12667712685833865,0.32937903351012227,0.09665182444223322,0.3143430280706534,0.10961434468663446,0.18803436304551743,0.0028161465179438855,0.1821530078705097,0.009386605268445451,0.15483854010017245,0.008766956050749798,0.03935957182511667,0.004289013593734772,0.004608097593519144
grape|WP_005924051.1,0.04476059072840236,0.024840809590386773,0.01002891432108272,0.0032141940046142097,0.20076999175216692,0.08370718667902045,0.03320171552149993,0.1333667283797703,0.02089804679417419,0.021155356685995264,0.11564794306650822,0.04163090998008748,0.5398387863988323,0.07332336077524823,1.0000000000000004,0.13309354652665173,0.04834459278026759,0.18765050245929138,0.013989266981297866,0.013816873432007121,0.13632808284455739,0.06811060865038655,0.0758198362273113,0.015161781235291659,0.015161781235291669,0.015448547836057728,0.011031819454728892,0.074287344588812,0.09601268206824912,0.08005397586021143,0.16787652062703448,0.16699999314551195,0.052317943709568555,0.0041948878806575465,0.029746955535305725,0.02470425882529561,0.008068297127467497,0.03267703417805102,0.028334419044769393,0.028112786612837927
grape|WP_033485020.1,0.056701908755713695,0.11715955438740047,0.08654779434619009,0.004832797292694171,0.02024409209116117,0.03920935475980587,0.008368100043300072,0.15115308792883286,0.020423510899491668,0.020967093467334576,0.052404485570151996,0.006829071893662435,0.01395749894800216,0.06883866056705326,0.13309354652665167,0.9999999999999973,0.9255532255920107,0.19344733744583334,0.34346735407598217,0.10463309448641685,0.0032473884602949874,0.03531313037092306,0.016830869368277473,0.08490332206929482,0.08490332206929478,0.08467483872300362,0.05355501072517687,0.03690814372566838,0.04173924448514355,0.039895263109429376,0.010722994056777931,0.10260793315865109,0.13850101941534365,0.05764381967128407,0.002765719102172303,0.06309772320855726,0.04140681177523191,0.046622549518360354,0.041520450662573816,0.04234790834561761
grape|WP_033485945.1,0.03365314891016229,0.12330565173033545,0.09311761340905043,0.004969064541002684,0.024119795680235128,0.01847093626020147,0.003842111680570035,0.23436412644332436,0.035582879365392894,0.03665107292363233,0.0825701719440999,0.004911967527732218,0.010032147742094887,0.08221876264542526,0.04834459278026761,0.9255532255920107,1.0,0.09603597856767135,0.4263050574136287,0.13161038087855542,0.00589460362061789,0.06592983787413655,0.046031196619879096,0.07652181635603467,0.07652181635603461,0.07669767727929813,0.07049823645684301,0.04390888951820667,0.0313955812962381,0.046260654753496104,0.022631965255641963,0.17111144512637114,0.09329798311955523,0.06239233336236764,0.006546814403918885,0.045244124521559605,0.029569576996436413,0.039427714003976835,0.026504495597691427,0.027297061611533315
grape|WP_050495026.1,0.16652795975824244,0.1497392015244254,0.25889389955227626,0.08899191497220973,0.001210500573506837,0.12680066460961756,0.07177052078623225,0.02983541017056318,0.08510382295753594,0.08572049453323417,0.29782569564667866,0.04098253956726702,0.13846110339909473,0.36713060119291085,0.18765050245929132,0.19344733744583334,0.09603597856767136,0.9999999999999994,0.13832421968436323,0.04113137288368341,0.07629561800968047,0.0007598653919570704,0.022783380904002972,0.1713766502707578,0.17137665027075785,0.1742330145152654,0.10869035807081566,0.08880870549182956,0.07690553310203599,0.08841858246523854,0.10162033103551885,0.15847587532152918,0.034658270915316626,0.21076900487059808,0.03672830108189384,0.14562938621020372,0.02776041264041944,0.029762078798740977,0.025676991017462833,0.025654693587056965
grape|WP_080715265.1,0.04413821690104557,0.00033275389796465725,0.014563054353856898,0.22087633314004165,0.06470386066575903,0.08388950600965532,4.595995233136058e-05,0.008840572209010591,0.010609758006466685,0.011591917984332671,0.1578693898863992,0.006914793400938401,0.05765256451377426,0.10534444772747445,0.013989266981297838,0.34346735407598217,0.4263050574136287,0.13832421968436323,1.000000000000001,0.10433222850406197,0.015276451407773,0.035647691747727035,0.0503560905381166,0.011927931322135203,0.011927931322135233,0.011967220889347055,0.1577981392201774,0.00416605823193141,0.0033373157202746147,0.00401713615247068,0.09196655128653287,0.032842603603058976,7.569725312287064e-05,0.027219941681324092,0.1135255049921397,0.17819198886900214,0.05174649553373537,0.040163643228880136,0.029845740667951346,0.030379358533536203
grape|WP_164677996.1,0.12830272455721686,0.010273457019140127,0.07706911380773923,0.09826162013996435,0.06052720590559954,0.044607505093153824,0.1582456967844322,0.09968550738085394,0.10830814111614089,0.10820143458477152,0.058334440896942064,0.025711655689520177,0.0010645173333626524,0.05943486615615299,0.013816873432007111,0.10463309448641685,0.13161038087855545,0.04113137288368343,0.10433222850406197,1.000000000000002,0.007259038753545256,0.001046561921613231,0.0074489729449860745,0.008793820661594369,0.008793820661594513,0.009170005803753043,0.04677421266387758,0.11885067484763713,0.07601730174610707,0.11975926573359352,0.003476143794614622,0.048262704236549596,0.05765954107664665,0.02397101496171586,0.004393085286209641,0.03125498120971401,0.00738536528479056,0.1111631892126761,0.13379688094028155,0.13289361779970968
pomegranate|WP_233700232.1,0.0021706971729147165,0.02695374078575682,0.06152490127533355,0.014873878504660402,0.001269160111405825,0.05780064632927117,0.05056431052071299,0.08170832764699315,0.022475119509182077,0.023400901856803394,0.04289682408852882,0.0932989585053289,0.11752406086998385,0.07825980614506961,0.13632808284455739,0.0032473884602949882,0.005894603620617923,0.07629561800968047,0.015276451407773013,0.007259038753545229,0.9999999999999989,0.17617096542926364,0.2942547649854525,0.049816471095254146,0.04981647109525405,0.050150443252276855,0.12977001755461978,0.03035877608999801,0.03780271224968671,0.031188834507703257,0.016489079307575826,0.2398146046271006,0.07357534398943244,0.10330649321440376,0.018575920128568374,0.001996259801673511,0.020918597045239885,0.03436112569033846,0.007950557252116438,0.007090829203662098
pomegranate|WP_306291509.1,0.11235292600576986,0.05604834282530921,0.0185214613793528,0.011457493412308714,0.03883259684334963,0.07647275635827229,0.15351064647256915,0.036893487966153715,0.002304937608642494,0.002136867560693755,0.004301754235713012,0.021223419023953857,0.13647736996972548,0.012134275724747151,0.06811060865038655,0.03531313037092306,0.06592983787413657,0.0007598653919570716,0.03564769174772702,0.0010465619216132184,0.17617096542926375,0.999999999999999,0.8385605462008239,0.04707618535758063,0.04707618535758063,0.04687157073021617,0.06982282580429484,0.0006962344850774454,0.0022438259129579077,0.0012142680443515482,0.011513843706780214,0.09864533711879617,0.021927042722381447,0.14908783401005987,0.04913013641635168,0.027134522146296948,0.07683657235793306,0.018610533856191235,0.10536698458054228,0.10253829782777737
pomegranate|WP_005932979.1,0.12473112631232697,0.08021754457695482,0.08461412496035504,0.030939220850996832,0.036780233516765674,0.054017980839490984,0.16122218426244275,0.08947687283944128,0.05574426530074602,0.0561113684598237,0.0038254509672701106,0.001900578508866111,0.10791585240622299,0.08348250756898695,0.07581983622731132,0.01683086936827747,0.04603119661987904,0.022783380904003,0.05035609053811663,0.007448972944986078,0.2942547649854525,0.8385605462008239,0.9999999999999976,0.12959489624517864,0.12959489624517867,0.1295233182972862,0.11403397333560933,0.026620707876646475,0.026886333938820596,0.024563399736508656,0.014919228404324353,0.08282559589315523,0.017644709185333323,0.18955240385912395,0.06042918012826683,0.046875194619132504,0.02664665454358273,0.0029285974160311685,0.03790660638515037,0.03637730370792253
pomegranate|WP_192486489.1,0.02125666924075673,0.14349855637010328,0.17631984192121164,0.05932014041900405,0.007209193236121183,0.0050206336400146125,0.03446311001607615,0.10252348955327659,0.3377600461208189,0.348188524945724,0.034843749312131134,0.07776344301964866,0.02646173060929781,0.575972734761306,0.015161781235291676,0.08490332206929482,0.07652181635603467,0.1713766502707578,0.011927931322135208,0.008793820661594356,0.04981647109525417,0.04707618535758063,0.12959489624517864,0.9999999999999989,0.999999999999999,0.9999276527032619,0.21668489950570757,0.14477610492030937,0.016227087347941916,0.13660169469767364,0.025997642311267746,0.06228802198347609,0.036008051041789724,0.23984339302478344,0.05863228807902505,0.1446126884547998,0.030659465433927675,0.1283350105695715,0.020127248455536983,0.021637013278449944
pomegranate|WP_192486500.1,0.02125666924075672,0.14349855637010328,0.17631984192121164,0.059320140419003915,0.007209193236121297,0.0050206336400146516,0.03446311001607603,0.10252348955327642,0.3377600461208188,0.34818852494572383,0.03484374931213121,0.07776344301964859,0.026461730609297716,0.575972734761306,0.015161781235291667,0.08490332206929478,0.07652181635603461,0.17137665027075785,0.011927931322135236,0.008793820661594495,0.04981647109525408,0.04707618535758063,0.12959489624517867,0.999999999999999,0.9999999999999989,0.999927652703262,0.21668489950570746,0.14477610492030932,0.01622708734794196,0.13660169469767366,0.025997642311267728,0.0622880219834761,0.036008051041789925,0.23984339302478364,0.05863228807902515,0.1446126884547998,0.030659465433927637,0.1283350105695714,0.020127248455536925,0.021637013278450003
pomegranate|WP_160964032.1,0.02119688930361041,0.14551838314946364,0.1796792443783474,0.05718726715167588,0.0078028973948668584,0.005284621953250665,0.0351237497161482,0.1039936766719609,0.33795183106667415,0.34840757659185123,0.036415704405954166,0.07808086193108475,0.0264458426681804,0.5799259073482949,0.015448547836057756,0.08467483872300365,0.07669767727929815,0.1742330145152654,0.011967220889347064,0.009170005803753042,0.05015044325227687,0.0468715707302162,0.1295233182972862,0.9999276527032618,0.9999276527032619,0.9999999999999976,0.2148358320646358,0.14533884107186046,0.016321451563271094,0.13714869195246085,0.026856841453991614,0.06320385587969139,0.034783164459440394,0.2390873715903566,0.058122457674471835,0.1473147206052092,0.02999399047985171,0.12721424597111752,0.02000910880997193,0.021497175814146934
pomegranate|WP_233700267.1,0.15669559784146125,0.12482032227671862,0.05204709094868923,0.2716750215786301,0.04698895477486132,0.036385918550877104,0.01680641813254477,0.1855027965084432,0.05254239046917147,0.054803869181341676,0.15184923004380713,0.010702077141105838,0.0992795687961916,0.12667712685833868,0.011031819454728902,0.053555010725176835,0.07049823645684304,0.10869035807081566,0.15779813922017744,0.046774212663877636,0.12977001755461978,0.06982282580429482,0.1140339733356093,0.21668489950570752,0.2166848995057074,0.2148358320646358,0.9999999999999984,0.05640714766013899,0.03778993911510098,0.06205163485537982,0.02502299320258472,0.14153106711455593,0.13244575843782636,0.13691565410044895,0.026339386140536405,0.034138958835685275,0.011645042288366063,0.11554142557906695,0.008943249678850575,0.01026362622724233
pomegranate|WP_176558553.1,0.10520818272743922,0.07565099852217996,0.06375510921862013,0.02781022259114333,0.05893262548306768,0.11562494199461258,0.10510402986074166,0.14937843795087327,0.830257697898561,0.8227007111454444,0.18153275529402993,0.18162520410260277,0.22495401366177387,0.32937903351012227,0.07428734458881199,0.036908143725668405,0.043908889518206665,0.08880870549182959,0.004166058231931396,0.1188506748476371,0.03035877608999801,0.0006962344850774819,0.026620707876646475,0.14477610492030946,0.14477610492030937,0.1453388410718604,0.05640714766013899,1.0000000000000013,0.7541544247305878,0.9989338478280867,0.1478974858418961,0.21564830359602769,0.04292299832923197,0.04207857267829267,0.06176941158810301,0.030876586783052277,0.030578814563341786,0.09875859166277372,0.019090035923001847,0.019356535440240557
pomegranate|WP_087947207.1,0.08052245325052389,0.0678680233722861,0.05860441578988853,0.09342564803228055,0.022491683936096907,0.1392924564588629,0.09070325615721421,0.18180983175079798,0.4601381538377625,0.44614540762631866,0.14627415415998374,0.08660653530023588,0.16886295854055952,0.09665182444223323,0.09601268206824912,0.04173924448514355,0.03139558129623809,0.07690553310203595,0.003337315720274614,0.07601730174610712,0.0378027122496867,0.0022438259129579138,0.026886333938820582,0.016227087347941916,0.01622708734794196,0.016321451563271045,0.03778993911510098,0.7541544247305878,1.0000000000000024,0.7619154626918337,0.08655920124692854,0.12669239366369026,0.09266627855504371,0.06641280270014324,0.0598104695636735,0.002457254497130556,0.0102303387702721,0.10897985196970825,0.02556631662810334,0.026586157991917322
pomegranate|WP_425525089.1,0.10700696189087613,0.07820018685561264,0.060220960558583,0.03207936657781901,0.05867921227218286,0.12022306675135266,0.10544129012851215,0.15287759781676966,0.8070647844124341,0.7994340732293507,0.18252580370426733,0.1774403426970832,0.23609628505255592,0.3143430280706534,0.0800539758602114,0.039895263109429396,0.046260654753496104,0.08841858246523854,0.004017136152470685,0.1197592657335935,0.031188834507703236,0.0012142680443515698,0.024563399736508656,0.13660169469767364,0.13660169469767366,0.13714869195246082,0.06205163485537986,0.9989338478280867,0.7619154626918337,1.0000000000000033,0.15110503781397844,0.22175678440908256,0.05003979719549566,0.041827303864920666,0.05865081882984763,0.03205775927017484,0.03082566480407025,0.096633426112023,0.017853708241093582,0.018049860762405903
xoo|WP_242505180.1,0.11049223622831003,0.017058309647834943,0.0006941486790284238,0.18839638647114115,0.07383546278833719,0.2078569472614631,0.04112977039767298,0.023525844640974042,0.08527116506047758,0.08600872408351337,0.22327915894493353,0.22442596178552854,0.11759712111779967,0.10961434468663446,0.16787652062703448,0.010722994056777917,0.022631965255641942,0.10162033103551883,0.09196655128653289,0.0034761437946146576,0.01648907930757584,0.011513843706780214,0.014919228404324381,0.025997642311267742,0.02599764231126772,0.0268568414539916,0.025022993202584706,0.1478974858418961,0.08655920124692856,0.15110503781397844,0.9999999999999993,0.20804921491981332,0.08209204758350143,0.004274631595762346,0.08603475529525899,0.21099818593393188,0.03571229788212783,0.1692641816807751,0.03015435866837075,0.0324379341291218
xoo|WP_012444473.1,0.029181765992691077,0.010343529247619526,0.04618214913170797,0.0014247491617426075,0.006545870084666279,0.06567705949964993,0.054155049265318854,0.3427445867619108,0.14630358256363388,0.1481337725945197,0.33014386683316993,0.20796485893515818,0.32166984406285515,0.18803436304551743,0.166999993145512,0.10260793315865109,0.17111144512637114,0.15847587532152924,0.03284260360305895,0.048262704236549596,0.2398146046271006,0.09864533711879617,0.08282559589315523,0.06228802198347605,0.06228802198347607,0.06320385587969134,0.14153106711455593,0.21564830359602766,0.12669239366369026,0.22175678440908256,0.20804921491981332,1.000000000000001,0.2829261290517044,0.020813717606870265,0.003905693512933211,0.011194251233976561,0.08334908185133934,0.21691627957261667,0.056291492275705686,0.058491838643022265
xoo|WP_129215632.1,0.04249487045308474,0.015709029599747022,0.009175989947833042,0.09186255402528419,0.12739371447423686,0.011874193060066623,0.12849618194559018,0.048039212717413154,0.0012861641680511297,0.0013164579413571947,0.07602444049916875,0.21622656779982186,0.023887688606920643,0.002816146517943877,0.05231794370956857,0.13850101941534365,0.09329798311955523,0.03465827091531665,7.569725312287663e-05,0.05765954107664667,0.07357534398943243,0.021927042722381464,0.017644709185333316,0.036008051041789786,0.03600805104178998,0.03478316445944038,0.1324457584378264,0.042922998329231986,0.09266627855504371,0.05003979719549566,0.08209204758350142,0.2829261290517044,1.0000000000000004,0.040557571368481676,0.0005876949708185379,0.012913156469949822,0.021121105346537036,0.021147653495064412,0.008286481805044864,0.008431661670329495
xoo|WP_129215608.1,0.025750858440005592,0.02527564113370363,0.05061294758888802,0.05030721478942857,0.027029995979318586,0.12935425159776134,0.008673060148795637,0.004916631854940427,0.07288983871512762,0.07536927235560088,0.006702996306557343,0.039041001035002715,0.06476322441085494,0.1821530078705097,0.0041948878806575265,0.0576438196712841,0.06239233336236764,0.21076900487059808,0.027219941681324092,0.023971014961715886,0.10330649321440376,0.14908783401005982,0.1895524038591239,0.23984339302478344,0.23984339302478364,0.23908737159035653,0.13691565410044895,0.0420785726782927,0.06641280270014324,0.04182730386492068,0.004274631595762287,0.02081371760687027,0.04055757136848174,1.0000000000000007,0.05431090659658404,0.03577813509764456,0.07025893474747161,0.04013321604179465,0.09979283781649481,0.09680122944519098
