ID	Protein description	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score	target_name	target_accession	query_accession	full_evalue	full_score	full_bias	best1_evalue	best1_score	best1_bias	exp	reg	clu	ov	env	dom	rep	inc	description	virulence_literature	T3E_secreted_evidence
WP_015463430.1	MULTISPECIES: hypothetical protein [Xanthomonas]	OTHER	1	0.000003	0	0	0	0	NA	100	258	0	0	1	258	1	258	0	511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_015463457.1	MULTISPECIES: RebB family R body protein [Xanthomonas]	OTHER	1	0.000007	0	0	0	0	NA	100	222	0	0	1	222	1	222	2.51E-143	391	RebB	PF11747.14	-	3.6E-15	56.5	8.1	3.6E-15	56.5	8.1	3.4	3	1	0	3	3	3	1	Killing	NA	NA
WP_015463526.1	MULTISPECIES: pilin [Xanthomonas]	PILIN	0.066901	0.00045	0.000112	0.00001	0.000003	0.932505	CS pos: 13-14. Pr: 0.6901	100	151	0	0	1	151	1	151	4.58E-112	306	Pilin	PF00114.25	-	5.6E-21	76.1	1.4	6.9E-21	75.8	1.4	1.1	1	0	0	1	1	1	1	Pilin	NA	NA
WP_015472080.1	helix-turn-helix transcriptional regulator [Xanthomonas citri]	OTHER	1	0	0	0	0	0	NA	100	95	0	0	1	95	1	95	6.64E-69	193	Phage_AlpA	PF05930.19	-	9.7E-13	48.4	0.1	1.2E-12	48.1	0.1	1.2	1	0	0	1	1	1	1	Prophage	NA	NA
WP_045714871.1	calcium-binding protein [Xanthomonas citri]	OTHER	0.997729	0.002264	0.000025	0.000005	0.000003	0.000013	NA	100	1315	0	0	1	1315	1	1315	0	2508	HemolysinCabind	PF00353.26	-	1.6E-63	210.7	252.2	2.6E-10	40.6	14.6	21.5	16	7	7	25	25	25	16	RTX	NA	NA
WP_052456244.1	hypothetical protein [Xanthomonas citri]	OTHER	1	0	0	0	0	0	NA	100	1307	0	0	1	1307	1	1307	0	2612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_052690681.1	putative Ig domain-containing protein [Xanthomonas citri]	OTHER	1	0	0	0	0	0	NA	100	805	0	0	1	805	1	805	0	1596	He_PIG	PF05345.19	-	1.3E-49	167.2	23.7	3.6E-22	79.2	0.8	5	5	0	0	5	5	5	3	Putative	NA	NA
WP_087943923.1	MULTISPECIES: IS3-like element ISXac2 family transposase [Xanthomonas]	OTHER	1	0	0	0	0	0	NA	100	362	0	0	1	362	1	362	0	754	HTH_Tnp_1	PF01527.27	-	8.9E-23	80.9	0.5	2.4E-22	79.5	0.1	1.9	2	0	0	2	2	2	1	Transposase	NA	NA
WP_087943924.1	MULTISPECIES: IS3-like element ISXac4 family transposase [Xanthomonas]	OTHER	1	0	0	0	0	0	NA	100	370	0	0	1	370	1	370	0	764	rve_3	PF13683.13	-	1.9E-21	76.2	0.1	5.6E-21	74.7	0.1	1.9	1	0	0	1	1	1	1	Integrase	NA	NA
WP_089504397.1	MULTISPECIES: IS3-like element ISXac2 family transposase [Xanthomonas]	OTHER	1	0	0	0	0	0	NA	100	362	0	0	1	362	1	362	0	754	HTH_Tnp_1	PF01527.27	-	8.9E-23	80.9	0.5	2.4E-22	79.5	0.1	1.9	2	0	0	2	2	2	1	Transposase	NA	NA
WP_191589000.1	hypothetical protein [Xanthomonas citri]	OTHER	1	0	0	0	0	0	NA	100	1224	0	0	1	1224	1	1224	0	2469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_191589001.1	hypothetical protein [Xanthomonas citri]	OTHER	1	0	0	0	0	0	NA	100	216	0	0	1	216	1	216	3.11E-161	436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_223293126.1	MULTISPECIES: IS3 family transposase [Xanthomonas]	OTHER	1	0	0	0	0	0	NA	100	362	0	0	1	362	1	362	0	757	HTH_Tnp_1	PF01527.27	-	6.4E-24	84.5	0.7	7.6E-23	81.1	0	2.3	2	0	0	2	2	2	1	Transposase	NA	NA
WP_223293138.1	MULTISPECIES: IS3 family transposase [Xanthomonas]	OTHER	1	0	0	0	0	0	NA	100	377	0	0	1	377	1	377	0	779	rve_3	PF13683.13	-	1.8E-26	92.3	0.1	5E-26	90.9	0	1.8	2	0	0	2	2	2	1	Integrase	NA	NA
WP_321824086.1	MULTISPECIES: helix-turn-helix domain-containing protein [Xanthomonas]	OTHER	1	0	0	0	0	0	NA	100	65	0	0	1	65	1	65	6.51E-45	130	HTH_3	PF01381.29	-	6.5E-17	61.9	0.2	7E-17	61.8	0.2	1	1	0	0	1	1	1	1	Helix-turn-helix	NA	NA
WP_442712794.1	hypothetical protein [Xanthomonas citri]	OTHER	0.998229	0.001732	0.000019	0.000007	0.000003	0.000005	NA	100	135	0	0	1	135	1	135	3.67E-100	275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_442712798.1	IS3-like element ISXac2 family transposase [Xanthomonas citri]	OTHER	1	0	0	0	0	0	NA	100	362	0	0	1	362	1	362	0	753	HTH_Tnp_1	PF01527.27	-	5.7E-23	81.5	0.7	2.4E-22	79.5	0.1	2.2	2	0	0	2	2	2	1	Transposase	NA	NA
WP_442712811.1	hypothetical protein [Xanthomonas citri]	OTHER	0.999961	0.000086	0	0	0	0	NA	100	253	0	0	1	253	1	253	0	509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_442712813.1	hypothetical protein [Xanthomonas citri]	SP	0.072356	0.926205	0.00053	0.000353	0.000272	0.000263	CS pos: 46-47. Pr: 0.4771	100	253	0	0	1	253	1	253	0	525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_442712818.1	DUF7380 domain-containing protein [Xanthomonas citri]	OTHER	1	0	0	0	0	0	NA	100	354	0	0	1	354	1	354	0	731	DUF7380	PF24098.2	-	1.2E-30	107.3	0.1	2E-30	106.5	0.1	1.3	1	0	0	1	1	1	1	Domain	NA	NA
WP_442712828.1	esterase/lipase family protein [Xanthomonas citri]	LIPO	0.087571	0.352378	0.559235	0.000328	0.000241	0.000239	CS pos: 10-11. Pr: 0.5220	100	627	0	0	1	627	1	627	0	1285	Abhydrolase_6	PF12697.14	-	0.00000017	32.7	2.2	0.00000017	32.7	2.2	2.2	2	0	0	2	2	2	1	Alpha/beta	NA	NA
WP_442712838.1	hypothetical protein [Xanthomonas citri]	OTHER	1	0	0	0	0	0	NA	100	115	0	0	1	115	1	115	5.35E-86	238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_442712840.1	ParA family protein [Xanthomonas citri]	OTHER	1	0.000001	0	0	0	0	NA	100	274	0	0	1	274	1	274	0	563	AAA_31	PF13614.13	-	5.6E-22	79	0	8.6E-22	78.5	0	1.2	1	0	0	1	1	1	1	AAA	NA	NA
WP_442712845.1	hypothetical protein [Xanthomonas citri]	OTHER	0.999985	0.000015	0	0	0	0	NA	100	95	0	0	1	95	1	95	2.94E-66	186	DUF4118	PF13493.12	-	0.0000025	27.8	0.9	0.0000036	27.3	0.9	1.2	1	0	0	1	1	1	1	Domain	NA	NA
WP_442712846.1	hypothetical protein [Xanthomonas citri]	OTHER	1	0	0	0	0	0	NA	100	69	0	0	1	69	34	102	4.25E-50	144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
